From Boston. Evan Twombley's son-in- law -- he was driving. I know where they're headed. Up the lake_ Agaway. The old man's out deer hunting with Jack Hewitt_ so they probably got some big weekend party planned.,m
I still don't understand --,?
Mel Gordon.,m
Good. Who?,?
I know who it is.,m
Did you get his number?,?
Did you see that sonofabitch in the BMW? He could've killed somebody.,m
Are you okay_ Wade? What was wrong? Why were you holding everyone up?,?
Don't be silly. Hi_ Jill.,f
Don't lie to me. You're leaving me_ I can see that.,m
I'm just cleaning out some of this stuff that's built up. For the rummage sale. And some things for the cleaners. And the laundromat.,f
Going somewhere_ Margie?,m
Look_ that's temporary_ believe me. There's so much shit gonna hit the fan the next few days_ my getting fired by LaRiviere and Merritt won't matter a bit.,m
I heard you talking. You got fired this morning_ didn't you?,f
It's my tooth! My fucking tooth! I can't even think anymore because of it.,m
What on earth is happening to you? Why are you acting this way?,f
Jesus Christ_ Pop_ let's go home. I got waylaid. Sorry.,m
What happened?,f
Wade.,f
This is nuts.,m
I don't know for Christ's sake!,m
How?,f
Of course! I would've heard.,m
Think they're alright?,f
Strange.,m
The truck's here. Looks like they've stayed inside since the snow started.,m
Are you sure they're home? Did you call?,f
I just want to pick up my divorce papers. For the lawyer. It won't take long.,m
I know your parents.,f
Don't you think it's proper for a fella to introduce his girl to his parents?,m
Did you tell them?  That we were coming?,f
Good.,m
Alright. I'll think about it.,f
It was to the same woman. I was just a kid...  It's not like a marriage proposal or anything_ just a thought. Something for you and me to talk about and think about. You know?,m
You've been married twice --,f
I've been thinking about it_ that's all.,m
Oh_ Wade.,f
There's another thing I've been thinking about. I don't know how you feel about the idea_ Margie_ because we've never talked about it. But I've been thinking lately_ I've been thinking we should get married sometime. You and me.,m
Then... I guess you have to.,f
I'm her father -- supposed to be_ but I'm not able to. Yes. Yes_ I am. It may be the only thing in my life I've been so clear about wanting. Even if it takes a big fight.,m
Don't you think_ do you still think it's a good idea to press this custody thing -- just now?,f
It's nice.,f
After making love. I like it. It's nice to see that in a grown-up person.,m
What way?,f
Yeah_ but never what you looked like. Not really. Never really studied your face_ like now. I was never able to see you as a kid when you were a kid until now_ this way.,m
You knew me as a kid.,f
I can see what you looked like as a kid.,m
But not now.,f
No. Not for money. But_ if somebody'd given me half a damned excuse -- I was pretty fucked up_ you know.,m
You wouldn't have done anything like that_ shot someone for money.,f
No_ I just know Jack's lying about what happened. He just seemed -- I know that kid_ what he's like inside. He's a lot like I was at his age.,m
The Mafia hire Jack Hewitt?,f
Lots of people. Guy like Evan Twombley_ Boston union official_ probably got lots of people want to see him dead. The Government's been investigating his links with the Mafia.,m
Jack wouldn't kill for it. Besides_ who would pay him?,f
Everybody needs money. Except guys like Twombley and that sonofabitch son-in-law of his. People like that.,m
Jack doesn't need money.,f
Money.,m
Wade! How can you even think such a thing? Why would Jack Hewitt do that_ shoot Twombley on purpose?,f
I've been wondering if maybe Jack shot Twombley_ instead of Twombley shooting himself. I've been wondering maybe Jack shot him on purpose.,m
...Jack's turned into one of those men who are permanently angry. He used to be a sweet kid_ but it's like_ when he found out he couldn't play ball anymore_ he changed. Now he's like everyone else.,f
I'm sure_ I'm positive it didn't happen the way Jack says it did.,m
I heard he was drunk at Toby's last night and got in a fight with Hettie. He drove off without her...,f
There's something funny about that shooting. There's lots funny about it_ actually.,m
Jack's sort of sensitive_ I guess. More than most. But he'll be okay in a few weeks.,f
Okay.,f
Tonight. Let's get together.,m
Call me.,f
The hell she isn't. Lillian's been trying to nail me to a cross since the day I met her. I'm gonna hire me a fucking lawyer from Concord and get this thing_ this divorce thing_ rearranged. I've been thinking about it a lot. It's like she owns Jill or something. Nobody owns nobody_ especially not kids. And I pay her.,m
No you don't. You're pissed_ that's all. You ought to cool off for a few days then have a long talk with Lillian. You know? Work it out with her_ tell her how you feel. Lillian's not out to get you.,f
Yeah. I mean that.,m
You don't mean that.,f
I'm going to start one of those custody suits. I don't give a fucking shit. You know?,m
I'm sorry.,f
Forget it.,m
About you and Jill and needing a third person. She went back to Lillian?,f
Said what?,m
I'm sorry about what I said.,f
Yeah.,m
You okay?,f
Yeah.,m
You okay?,f
See you tomorrow_ maybe.,m
Don't worry. I can protect my virtue. I mean_ c'mon_ Wade_ give me a break.,f
You two want to do anything tomorrow and need a third party_ give me a call_ okay? I'm off.,f
Okay. She's fine.,m
How's she doing?,f
For a while.,m
New hat?  Jill's up_ I see.,f
Makes me sad it was her. Instead of me. I shoulda froze.,?
Can --?,f
It makes me sad.,?
Is...? She's dead then?,?
When did she die?,f
Coffee's perked.,?
Maybe Wade should take a look at it. Your pipes'll freeze.  Wade_ would you do that?,f
It's broke I guess. There's an electric in the bedroom.,?
You're not using it today?,f
There's a furnace.,?
Have you been heating the house? Not just with the stove.,f
You get the hell out of my house now_ asshole. And know this -- you are going to be a lucky asshole if I haven't got you fired before the day is out. I can do it with one phone call_ and I'm pissed enough to do it now!,?
Yes. Here's your ticket.,m
Doing your fucking job. I know. I watch television too.,?
Don't give me a hard time_ Mr. Gordon. I'm just --,m
You're talking about a goddamned ticket_ from when I passed you at the school where you were deciding to hold up traffic while dreaming of becoming a traffic cop or something?,?
Don't ever put your hands on me_ Mr. Gordon.,m
Hold on!,?
Yesterday morning_ you passed a stopped school bus_ which was flashing its lights_ then you--,m
Moving violation! I just got out of bed and you're telling me you're giving me a goddamn speeding ticket? Now? Are you nuts? Is that it_ Whitehouse? You're nuts?,?
I'm issuing you a ticket. Moving violation.,m
What the hell are you talking about?,?
Jesus Christ. Mr. Gordon_ when I come all the way to serve somebody a summons_ I don't call ahead for an appointment.,m
I said_ 'Next time_ phone ahead.',?
How's that?,m
Whitehouse. Next time_ phone ahead.,?
Can't it wait_ then?,?
Oh_ no. No_ it's a... it's a traffic thing. No big deal.,m
Something about my father?,?
Well_ yeah_ I suppose. Sure. I just had a little business to settle with Mr. Gordon. I'm the local police officer.,m
Mrs. Gordon. Thank you.,?
Well_ yes_ I'm... I want to say that I'm real sorry about your father_ Mrs. Twombley.,m
He's asleep. We were up very late.,?
I was... I'm Wade Whitehouse. I was wondering_ is your husband here?,m
Who are you?,?
No_ he's out now. Somewhere on the mountain. I'd stay away from him if I were you. He's real pissed.,?
He got his deer yet?,m
Well_ I guess -- that's what he said.,?
His office. You mean my old office.,m
Wade_ I got a message for you.  Jack Hewitt_ he's looking for you. Wants you to clear your stuff out of his office in Town Hall.,?
It's called a grilled cheese sandwich_ you dub.,?
Jillie_ you want a cheese grilled sandwich?,m
No_ I... I've been out on the grader all morning. Twombley's summer people. Massachusetts. Friend of Gordon's. It was his idea for Jack to take him hunting.  I gotta go.,m
CB. Little while ago. One of the boys on the way in picked up Jack on the CB calling for state troopers. I figured you'd know what really happened. The fucking guy kill himself? This Twombley_ who the fuck is he_ anyhow?,?
Where... how'd you hear that?,m
The other guy.,?
Jack?,m
The fucker shot himself. Ker-bang! That's what it sounds like. Not on purpose. I assume accidental.,?
Not since last night. He took a guy hunting.,m
You talked to Jack?,?
Marg! You got orders!,?
That goddamned woman. Thinks she can cart Jill off and leave me alone like this. I'm more than pissed_ Margie. I'm a whole lot more than pissed. I been that plenty and I know the difference. This is different.,m
Marg!,?
"Aw_ c'mon_ I was only saying there's something wrong with ""Home Made Cooking""_ that's all. The sign's fine. What it says is wrong.",m
This town sucks.,?
I'm not finding fault. It's a good idea_ good for you_ good for the town. Real modern too.,m
Fuck. Wade Whitehouse. It's people like you that keep this fucking town from prospering. Whatever somebody does to improve things around here_ you gotta find fault with it.,?
The sign. It looks like it's spelled wrong or something.,m
What?,?
It don't look right.,m
You be careful of that little bastard. He's dying to get in your pants_ you know.,m
Take care_ Wade.,?
I don't know you. My goddamn father and I don't know you.,m
Nothing in the fucking house to drink. Not a fucking thing. My house_ my money_ my truck -- stolen!,?
Crawl!,m
Where the Christ you going? You sonofabitch_ you leave my fucking truck where it is! I need... Give me the Goddamn keys! I need to get me to town!,?
You and me.,m
Bang!,?
Yeah.,m
Everything you know is from me.,?
Call it what you want.,m
Love! I'm made of love!,?
Love! What the fuck do you know about love?,m
Nah-nah-naw! You done done finally done it! Like a man done it. Done it right. I love you_ you mean sonofabitch!,?
You don't know me. You don't know me!  So fuck you. Fuck you.,m
You! By Christ_ you -- I know you.  Yeah_ you goddamn sonofabitch_ I know you. You're a goddamn fucking piece of my heart!,?
You think you can take me now? Come on_ try.,?
Pop_ for Christ's sake!,m
Come on_ smart guy. Tell how it's no big deal. Tell me how a single one of you is worth a single hair on that woman's head.,?
Listen_ it's no big deal_ Pop.,m
Wade. I thought she was alright. Till this morning she was.,?
Why didn't you call and have the furnace fixed?,m
In the living room.,?
Is there something wrong with the phone?,m
I checked on her. She had the electric heater. Cold don't bother her as much as me. Which is why I give her the heater.,?
Yeah.,m
She's coming.,?
Where's Ma?,m
Yeah.,m
We're alright. Your Ma's sleeping. You want me to get her?,?
How you and Ma doing? Haven't seen you in town for a while.,m
From Wickham's. Been a while. Like some coffee?,?
You remember Margie Fogg?,m
Sleeping.,?
Jesus_ Pop_ how can you stand the cold_ dressed like that? Where's Ma?,m
You no-good pup!,?
Nothing.,m
What was that?  You got something to say_ say it! Say it!,?
Atta-go.,?
Just do it.,m
A lesson in work and its rewards. You'll thank me for this one day.  Sally_ turn off that TV!,?
Rolfe.,m
Take care of the little things first_ the things that are distracting you from taking care of the big things. Call Chub Merritt_ get your car back_ call a dentist_ for God's sake_ and get your tooth pulled_ don't trust the locals_ get your facts straight and go straight to the state police. Let them work on this.,m
To help_ Jack_ of course -- and to nail those sonsofbitches_ the Two Gordons. That's what Alma calls them. Jesus_ Rolfe_ whose side are you on?,m
For what?,m
I know what it means. I'm just running out of ways to use it.,m
But you gotta hear this. You won't believe it. Mel Gordon had come by to visit LaRiviere and so now I'm in his office.,m
Wade_ are you alright?,m
Then you accidentally see your body_ or your face_ or whatever_ and you don't know who the hell it belongs to. Strange. It's the business with the old man_ I know_ and how incredibly pissed I was at him_ and also chasing Jack Hewitt like that_ and the Goddamned truck going through the ice_ not to mention Margie's being so upset -- one thing on top of another.,m
That's what you think.,m
I remember clearly cause when I heard I became real careful around Pop. I was a careful child and I became a careful adult_ but at least I wasn't afflicted by that man's violence.,m
Well_ I never heard that one.,m
And Elbourne and Mom took you to the doctor and told him you fell from the hay loft.,m
We'd have to go digging in Vietnam to ask him.,m
It wasn't me. I wasn't there_ but I heard about it. When I heard about it_ it was about Elbourne.,m
You think I wouldn't remember a thing like that?,m
It may have happened_ but not the way you said.,m
Of course it happened. Why would I lie about it?,m
I hate to disappoint you_ but I don't think it happened.,m
Yeah.,m
I was thinking about that story you told me_ about Pop and chopping the firewood out of the ice and after.,m
I care about what happened. The truth. I'm a student of history_ remember?,m
Right's right_ goddamnit! Don't you care what's right?,m
Not particularly.,m
It's too neat. Things ain't that neat. It makes me mad. That somebody can pay to kill somebody_ his own father-in-law_ and not be punished for it. Don't that piss you off?,m
Shit_ around here_ you shoot somebody in the woods_ you say it was an accident_ you get fined fifty bucks and your hunting license lifted. Jack's probably saying the guy shot himself cause he ain't got his deer yet and don't want his license pulled.,m
A hunting accident is perfect.,m
So Mel Gordon wouldn't want a professional hit. That'd make the feds dig deeper. He wants an accident.,m
Here's my theory. Twombley_ unaware of illegal union loans or whatever_ starts nosing around cause of the investigation and finds out. Finds out his son-in-law is involved.,m
Yeah_ the guy with the BMW I told you about. I did_ didn't I?,m
Okay. It's likely there are people in the union who don't want Twombley to testify. They probably include his son-in-law who's vice-president and will probably be the next president. I read that in the papers. What's his name_ Mel Gordon?,m
I don't know. You tell me.,m
They wouldn't deal with a guy like Jack. Who else benefits if Twombley is suddenly dead?,m
Who'd pay him that kind of money? Not the mob. They got their own guys. Specialists.,m
Money.,m
Motive. You gotta have a motive.,m
Well_ your friend_ I think. Jack Hewitt.,m
Then who shot him?,m
That it wasn't an accident.,m
Which is?,m
I think your first response to the Twombley shooting was the correct one.,m
Find them everywhere. ,m
Want to know what I think happened?,m
I guess it was an accident_ like everybody thinks.,m
Anything new about the shooting? Twombley?,m
I want to let the gas run out. I don't want the bastard driving drunk_ and he's always drunk now. After_ we'll hide the keys.,m
Yeah. She'll probably quit her job and stay out here with Pop. We can't leave him alone here_ he'll set the damn place on fire. With Jill here a lot_ it'll be good to have Margie around. Things are going to change in that department_ by the way. I got a custody lawyer in Concord. I'm gonna see him tomorrow. All hell's gonna break loose_ but it's worth it.,m
Well_ do you still plan to get married?,m
What about her?,m
What about Margie?,m
Yeah. I forgot.,m
No thanks. I don't drink.,m
Anyone else want one? Rolfe?,m
What about Jill? Is Lillian bringing her?,m
Pointless to stand around in church with nothing to do_ I guess.,m
No_ no_ I haven't. Not really. I've growled a little_ but I haven't bit.,m
Haven't you already done a bit of that?,m
I get to feeling like a whipped dog some days_ Rolfe_ and some night I'm going to bite back. I swear it.,m
Get some sleep.,m
Yeah_ I guess.,m
Don't think about it. You're exhausted.,m
A divorce lawyer. A custody lawyer. You know_ 'cause of Jill.,m
What happened?,m
Jill. I was thinking of getting a lawyer. Maybe you can help me.,m
Who?,m
Picked up Jill. She was supposed to visit for the weekend for Halloween. She wanted to go home.,m
How was she?,m
The night before the shooting.,m
Huh?,m
Lillian was here. In Lawford.,m
They were out deer hunting_ right? Jack probably heard the gun go off_ then came back and found the body.,m
Well_ it was an accident.,m
You think Jack shot him?,m
No shit.,m
Twombley.,m
Who?,m
He was scheduled to testify for a committee investigating organized crime in New England and the construction business.,m
It'll come out Jack lied and the kid'll get hung for it.,m
No_ not tonight. I'm in bed too. I'm calling because I need you to listen. You're supposed to be a smart guy. You're a professor. I got this theory. Jack says he didn't see Twombley shot but he did.,m
Wade_ it's late. I know you're probably at Toby's_ but I'm in bed reading. We got different habits.,m
Yeah_ I know him -- the kid that was with him. Maybe you do too. Jack Hewitt. He works for LaRiviere with me. He's my best friend.,m
There was something. It happened up your way.,m
Yeah_ brother_ look_ I was calling cause -- has there been anything on TV in Boston about a hunting accident with a guy named Twombley_ Evan Twombley?,m
Wade?,m
Rolfe.,m
Jim... for godsake!,?
Daddy. Daddy_ please...,?
I'm sorry I was so mean to you earlier.,?
Yes dear?,?
Mom?,?
Big secret.  You said the same thing to Newsweek.,?
You're right and I'll tell you a secret.  I know exactly how you feel.,?
That's not really the point.,?
Some kids were teasing you?,?
I know...  But lotsa times I feel like it's me versus the world.  Some kid at school teases me and the same day a plague breaks out in Bangladesh.  I mean it doesn't take a genius to figure which is more important.,?
Your father never means to be so...,?
When I write my memoirs I think I'll devote an entire chapter to the cocoa aboard Air Force One.,?
No_ it's okay.  After all_ he is the President_ right?,?
I'm sorry_ honey.,?
He's in a meeting.  He can't be disturbed.,?
I know_ Mom.  It was great... really.,?
We'll talk at home.  You know_ most girls aren't as lucky as you.  For most girls seeing the Bolshoi ballet would be the experience of a lifetime.,?
Back at The Fishbowl?,?
You're jet-lagged.  We'll talk about this back...,?
Mom_ just this once_ give it a rest.,?
Alice...,?
Hey Joey_ how `bout a cocoa_ double whip cream.,?
Don't you even want to ask?,?
I'm sure he's busy.,?
You don't want to say hi to your father?,?
Yeah_ no duh.,?
Well_ you aren't the President_ dear.,?
It's not like he hasn't made us wait a few times.,?
You are a resilient man_ Mr.,?
He didn't leave us.,?
It would be a pity to squander such a strong personality.,?
Fuck off_ you stupid asshole.,?
That's the way of the world_ little one. Didn't they teach you that in school?,?
The woman you shot. She was my friend.,?
Yeah. Do you know what the word &quot;asshole&quot; means.,?
Smart for your age_ eh? Top of your class? Tell me_ do you know what the word &quot;propaganda&quot; means?,?
Yeah_ I study world events. Five thousand Turkienistan Muslims were slaughtered in Stravanvitch's cleansings... along with 15 American school kids. You know hQw I studied that. I went to their funerals with my dad. I met their parents.,?
So_ you study world events_ little one. That's good for a girl your age.,?
You're one of Stravanavitch's men.,?
No_ thank you. The gunfire did that.,?
You must be tired. It'll wake you up.,?
I don't drink coffee.,?
Okay_ I'm slowing us down.,m
There they are!,?
It's okay_ honey. I got you. I got you. You're okay.,m
Oh NY god... oh my god... oh my god...,?
Been better_ Dad... You?,?
How you doing_ sweetie?,m
Alice... I...,m
Daddy...,?
Daddy...,?
Alice!,m
How `bout a hug for the old man.,m
It was the experience of a lifetime.,?
How was...  ...the ballet?,m
Hey_ you guys back already?,m
Oooooh_ I'm good.,?
Warn then again. If they don't respond... shoot them down. We will not be intimidated.,?
The pilot says it is does not have the markings of a commercial jet.,?
The world would not look on us kindly if we shot down a civilian airliner.,?
They are in our airspace. We would be within our rights.,?
It's some kind of trick... a preliminary airstrike in response to our troop movement.,?
Yes. They refused to alter course and the 747 would not answer our hails.,?
Did we warn them off?,?
The Americans say they are escorting a damaged plane. Our pilots confirm they are surrounding a 747.,?
cross it...  The static overwhelms the voice_ then cuts out.,?
It's cut.,m
Okay_ you're aerated. To dump the fuel you have to close the circuit for the pump. There's no switch in Avionics so you'll have to cross the wires. There should be five wires_ just to your left. Do you see them?,?
Okay_ it's on. We've got some indicator lights here.,m
Pop it open. There should be a red switch_ toggle it up.,?
Got it.,m
Do you see the maintenance panel?,?
Uh_ Tower_ we got a problem up here.,?
Sluggish... I think it's jammed too.,m
Aw_ man. You're torn up pretty bad out here_ sir. Do you have any elevater control.,?
Lemme take a look.,?
No. We're losing fuel and my rudder's not responding.,m
Just stay on my wing_ sir. I'll take you all the way in.,?
Uh_ we got a problem here.,m
We still got three MiGs running around and six more on the way.,?
How we doing_ Colonel?,m
Stay cool.,?
Got it.,m
Okay. We're gonna arc a fat one to the right. Got it?,?
Two and three are heading toward the Boeing.,?
I'm doing what I can.,m
Who's flying the fucking plane?,?
He's busy being dead.,m
Put your pilot on.,?
You read my mind.,m
Mr. President_ it's an honor. Now with your permission can we lead you the fuck out of here.,?
Copy Air Force One. Welcome to the party.,?
U.S. Pilots_ this is Air Force One.,m
That's game_ set_ and match. There's nothing to do_ except call the Chief Justice.,?
I prefered the terrorists.,?
They've got no chutes. They can't control the plane_ their engines are failing and they're losing fuel.,?
This doesn't make sense.,?
They aren't answering their hails.,?
That kid's name was Jim Marshall.,?
Walter_ if you have a point_ make it.,?
Holding the president hostage is not something that slips your mind when you're making demands.,?
We don't know that.,?
He's dead then. They must have killed him.,?
An exercise in futility. Send the Nimitz back in.,m
The Iraqi ambassador is claiming it's just an exercise.,?
Put together a score sheet.  I'll make some calls.,m
Apparently taking uzis away from sixth graders isn't as popular as we thought it'd be.  Representative Taylor is working on a compromise.,?
Thanks.  Wrote it last night.,m
It was a good ad-lib_ sir.,?
Goddamn right I did.  I asked for a tough-as-nails speech and you gave me diplomatic bullshit.  What's the point in having a speech if I have to ad-lib?,m
Sir_ you threw out page two.,?
To swear you in as President.,?
The Chief Justice? What on earth for?,?
If fired upon_ tell our fighters that they are ordered to engage.,?
Iraqi's won't buy it. Either they're already in on this or they'll think we're spying.,?
If challenged_ our fighters are to state that they are on a rescue mission.,?
Like any good poker player_ they're checking over their hand seeing which cards to play and which to discard.,?
They still have the President_ it's past their deadline and they haven't called. What do you think it means?,?
Okay. Also_ I want you to put our bases in Turkey on alert_ and have the Kitty Hawk prepare a retaliatory air strike.,?
I hate to be pragmatic_ but they'll sacrifice pawns before kings. It may take them some time to kill their way up to senior staff.,?
But they start executing hostages in,?
We've got four hours before they make it into Turkienistan airspace.,?
Can we do that?,?
Does your office have anything to add_ Mr. Dean?,?
General Greely says it looks like the Middle East.,?
My loyalty was never to my country.,?
You're duty to what? The country you served doesn't exist anymore.,m
Because it is my duty.,?
Why?,m
Yes_ Mr. President.,?
Special Agent Gibbs. You helped do this?,m
Ga get it.,?
That's affirmative.,?
Roger.,?
Air Force One_ please reduce speed to 250 knots.,?
Air Force One_ acknowledged.  tNT. EMERGENCY PARACHUTE LAUNCH RAMP.,?
Please change course to Zero Seven Four and drop to eighteen thousand feet. Over.,?
About goddamn time.,?
Air Force One_ this is AF-135-RA. We have been instructed to refuel your plane.,?
No! If we land this plane anywhere else_ we will end up another Entebe.  The Americans built a super plane that flies through mushroom cloud_ evades missiles and...  refuels in mid-air. Call the White House.,?
Over the Black Sea. I can probably get us to Turkey or Georgia.,?
Where are we now?,?
Not even close. Hell_ we can't even make Syria or Iraq.,?
We're not going to make it.,?
We've stopped dumping... but we've only got about twenty minutes of fuel left.,?
Go! Take Serge.. and watch your backs.,?
Avionics compartment! It's the only place. You better get Zedeck down there fast Unless_ of course_ you'd rather be a martyr than a savior.,?
How?,?
Well it worked.,?
Psychology. They're trying to unnerve us.,?
why did they do that?,?
Remarkable aircraft. Remarkable.,?
A secret service agent. It must be.,?
We checked the manifest. Everyone was accounted for.,?
Who did this?,?
Any of us?,?
Nine.,?
How many others killed?,?
Dead.,?
The rest of the secret service?,?
Sir_ this plane carries the President of the United States.,?
We've already been inspected.,?
Copy_ Air Force One.,?
This is Romeo Tango Zulu changing call signs.  Tower_ alert air traffic_ Romeo Tango Zulu is now Air Force One.  This is Air Force One... The President is safe onboard.,?
Tower_ here.,?
We copy. Stand by...  Tower?,?
Romeo Tango Zulu1 this is Tower.,?
Stand by.,?
Romeo Tango Zulu_ do you have the President? Over.,?
Romeo Tango Zulu_ copy One the television_ graphics of the First Family against the Presidential Seal.,?
Tower_ Air Force One has been boarded.,?
Very good. Thank you_ Ms. Mitchell.,?
You're pointing a gun at me.,?
Scared. We're scared.,?
How are your fellow hostages feeling_ Ms. Mitchell?,?
I'm responsible for Press Relations for the Flight Office.,?
And what is it you do_ Ms. Mitchell.,?
Maria... Maria Mitchell.,?
*                     Please tell me your name.,?
Thank you.,?
Here's a press kit.  I'll let you guys get comfortable and once we're airborne I'll be able to schedule the interviews.,?
Conference rooms_ though some have other functions.  The one up front doubles as an emergency medical center.,?
And all these rooms here?,?
I guess it depends on your perspective.,?
A dubious distinction_ no?,?
You don't know the half of it.  Did you know this entire plane is shielded from radiation?  We could fly through a mushroom cloud completely unharmed if necessary.,?
This is a remarkable aircraft.,?
Up on the upper deck is the cockpit and the Mission Communication Center. The MCC_ as we call it_ can place clear and secure phone calls to anywhere on earth.  We're linked to a network of military and civilian satellites and ground stations.  We could run the country or run a war from there if we had to.,?
The President and I were delighted that we could accommodate you.  Now if you're all cleared?  You can follow me then.,?
Ms.  Mitchell.  So nice to finally meet you in person.,?
You're very valuable. And our nation needs so many things.,?
You got what you wanted. You going to release us now?,?
Three...,?
Jim...,?
Four...,?
Please. You can kill me but leave my daughter alone.,?
The world is such a dangerous place and we can't always protect our children.,?
You will be the first to pay for that mistake.,?
Nor will there be. My husband does not negotiate with terrorists.,?
Say something dear.,?
No.,?
Shall I begin by executing the President's daughter? She's right here.,?
So is this.  Come now_ you're upsetting the little one.,?
That was war.,?
But they are not ny people. You look at me as if I am a monster_ but answer me this -- when your planes bombed the oil fields of Iraq_ did You cry for those dark skinned men whose names you do not know and who's faces You will never see? Did You cry for their wives and children. They were people too_ yes... but they were not your people.,?
How can you? I mean they're people.,?
I neither enjoy nor dislike. I do what is necessary.,?
Why? Do you enjoy it?,?
Yes,?
Do you have to be so brutal?,?
Your husband is a coward. He sends soldiers half-way around the world to steal a man from his home in the middle of the night.,?
My husband is a very courageous man.,?
I know he left you behind.,?
What do you know of my husband?,?
Or you will do what_ Mrs. Marshall?  But I admire your courage. Your husband_ on the other hand...,?
Leave my daughter alone.,?
Come on_ Alice.,?
Now_ or he dies_ please.,?
Cooperation. If you try to escape_ you will be met with automatic gunfire and a barricade of your comrade's bodies will prevent you from exiting. Good day.,?
What do you want with us?,?
Fear will keep you alive. Any one who is not afraid is bound to do something foolish_ and bound to die.,?
Hold on_ Alice.,m
No you won't. You'll compromise... like always.,?
If you put down the gun_ I promise not to drop her on the way down.,?
Let my daughter go or I'll take you out!,m
There goes your ride.,?
One thing I've learned as,m
The taste of defeat is bitter_ no?,?
You don't like seeing people get hurt. Now in morality_ that is a virtue. In politics_ however_ that is weakness.  You were a hostage to everyone else *                    long before you were a hostage to,?
Someday_ you'll regret my nature.,m
Good. Good.,?
Yes_ I'll do it.  Just leave my family alone.,m
You'll do it?,?
Stop.,m
Pity. Mr. Gibbs.,?
This administration does not negotiate with terrorists.,m
Call up Petrov and order Stravanavitch' S release.,?
She isn't a part of this. This is between you and me.,m
No. But since I only have a few of your staff left to kill_ perhaps I will start with your family instead... Gibbs.,?
Over my dead body.,m
Now since we've had very little luck getting Washington or Moscow to cooperate_ I wondered if you would be so kind.,?
I'm sure we can strike some sort of arrangement. Land the plane and we'll trade you hostages for fuel.,?
Finally_ we can bargain.,?
Yes. You've made yourself quite clear.,?
Madame Vice president. We have an options paper.  chandler takes the options paper_ waves off Lee_ and reads it as she talks.,?
You heard me.  You. Congress and cabinet heads.,?
Twenty minutes?,?
Okay_ Gentlemen_ we'll take no action until we confirm that the president is off the plane... Lee_ go huddle with the D.O.D. I want an options paper on this in 20 minutes.,?
Our only policy assumes the plane is on the ground. Our hands are completely tied while they're in the air.,?
That isn't necessary.,m
Sir_ we stay with the President.,?
Yes_ sir.,?
I'll not going without my family.,m
Got it.,m
Eighteen thousand feet_ sir. And two hundred knots... otherwise it's suicide.,?
Get `em ready.  You... come with me.,m
They've cut communication_ and I spent a good bit of time looking for alternatives. My only solution ran out of batteries.,m
We can't jump from here or at this speed. But if we could get a message out - tell the refueling plane...,?
We've already played our cards_ Major. There's no turning back.,m
Gravity.,?
Mr. Caidwell_ the ground's a few miles away. How do you propose getting us from here to there?,m
Tell our boys to cool their jets. I don't need `em creating policy for me.,m
The northern border's gotten a bit hairy. Their MiGs are playing tag with our Tomcats and our boys are just itching to engage.,?
They've gotta be joking.,m
Our KH-ll's took this one at 0100 hours. What you see here is the mobilization of two mechanized brigades.,?
You haven't even driven a car since you took office.,?
Flying the plane.,m
What are you doing?,?
Both of you.,?
Call Petrov...  I'll be back.,m
Please... don't start with me.,m
I don't know why you stayed.,?
Shall I ask the Chief of Staff to schedule your daughter in?,?
Look on the bright side_ hon. Shep here thinks I'll be a one termer.,m
Well_ they aren't burning me in effigy. That's always a good sign.,m
How did your speech go?,?
This promise isn't subject to Congressional approval.,m
I should trust that promise? Because you know the voters are still waiting for that middle class tax cut.,?
I'll make it up to you_ I promise.,m
I wish it were that easy...,m
But that's the point_ Jim. We're right here.,?
I miss you. And I miss her.,m
What?,?
You know what?,m
And when have I had five minutes? When I wake up in the morning and I'm already three hours behind Schedule.  What do you want me to do_ Rose_ tell the G7 to fuck off because I'm a family man?,m
How do you know she understands? You haven't spent more than five minutes with her_ or me_ in weeks.,?
She's a big girl.  She understands.,m
For godsakes_ Jim_ slow down and stop acting like the little dutch boy.  Not even you can plug all the world's leaks.  Don't you think it's a sign you're pushing too hard when your daughter sees more of you on MTV news than in person.,?
Rose_ I don't have time for this.,m
Don't.  I know spin control when I feel it.,?
No_ Mr. President.  It can't.,?
Can't it wait?,m
May I speak to you for a moment?,?
Actually_ sir_ you could be that someone.,?
Someone should give you a raise.,m
White House Situation room.,m
Where are we sending it?,?
No. I thought about this_ Mr.,?
No good. I said they disabled the communications system.,m
The fax machines.,?
Excuse me?,m
The fax machines.,?
Freeing Stravanavitch is gonna get tens of thousands killed. I can't live with that.  I'm not royalty. I'm an elected official and the integrity of the office of the President is infinitely more important than the man who holds that office.  We don't negotitate. Not as long as I'm President. Is that understood?,m
Please_ Mr. President. You're going to get yourself killed. Is that your solution?,?
But this is different_ sir. You're the President.,?
You know my policy. We don't negotiate with terrorists. If we start now_ all of America becomes a target.,m
and if that means negotiating...,?
Then tell me there's a rescue operation underway.,m
They're still alive_ but the loyalists plan to start killing hostages in forty minutes.,?
Did they say anything about my family?,m
Two... THREE. GO!,?
But...,m
One.,?
We're handling it_ sir.,?
Where's my family?,m
We're under attack.,?
What's going on?,m
No. no. no. Wait. Wait.,m
Thank you for calling the white House...,?
Look lady_ I don't have time for games. Just put the....,m
Okay... if you're the President_ when's your wife's birthday?,?
